number,type,short_description,category,priority,state,opened_at,resolved_at,assignment_group,region,related_ci
INC0010561,Incident,Wi-Fi outage in backup area of store W231 — RF guns offline,Store Network & Connectivity,1,Closed,2026-06-21 08:38,2026-06-21 11:38,Network Ops,North West,Store-Router-21
PRB0004185,Problem,Router config drift detected at store W400 after change,Store Network & Connectivity,4,Resolved,2025-08-27 11:37,2025-08-28 01:39,Network Ops,Western Cape,Store-Router-27
INC0010562,Incident,"POS EOD batch stuck at store W415, trading day not closed",POS & Tills,4,New,2026-06-24 12:07,,Store Systems,National / Online,POS-Terminal-14
CHG0007185,Change Request,Emergency change: as2 certificate expiry caused vendor textilepro channel outage,Supply Chain EDI,3,Closed,2026-02-11 08:24,2026-02-13 01:48,Integration Hub,Free State,EDI-Gateway-11
INC0010563,Incident,Cycle-count variance file rejected for store W358,Inventory & Stock Sync,1,Closed,2026-03-21 20:07,2026-03-22 03:54,Merch Systems,Eastern Cape,Stock-Sync-Job-29
PRB0004186,Problem,Bank switch latency above 8s causing tender timeouts,Payments & EFT,2,Closed,2026-02-19 09:19,2026-02-19 20:29,Payments Ops,National / Online,EFT-Switch-38
PRB0004187,Problem,WRewards points not awarded on qualifying basket,WRewards Loyalty,4,Root Cause Analysis,2025-07-31 20:37,,Loyalty Platform,Western Cape,Loyalty-API-07
INC0010564,Incident,Cycle-count variance file rejected for store W556,Inventory & Stock Sync,3,Closed,2025-12-11 18:13,2025-12-14 02:54,Merch Systems,Mpumalanga,Stock-Sync-Job-33
INC0010565,Incident,Voucher PRM-3897 redeemable multiple times — exposure risk,Gift Cards & Vouchers,3,In Progress,2026-01-31 18:02,,Payments Ops,National / Online,GiftCard-Service-23
INC0010566,Incident,Courier manifest not generated for 52 orders,Order Fulfilment,3,Resolved,2026-04-26 13:42,2026-04-28 20:01,Fulfilment Tech,National / Online,OMS-Core-40
CHG0007186,Change Request,Emergency change: checkout payment step returning 502 for 40% of sessions,Online Checkout,3,Assess,2026-02-08 16:48,,Digital Commerce,Gauteng,Checkout-Service-03
INC0010567,Incident,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,3,New,2026-02-16 18:02,,Loyalty Platform,KwaZulu-Natal,Loyalty-API-35
PRB0004188,Problem,Images not loading on home screen — CDN 403s,Mobile App,4,Closed,2026-06-11 17:10,2026-06-15 18:58,Digital Commerce,Western Cape,Mobile-BFF-34
INC0010568,Incident,Router config drift detected at store W315 after change,Store Network & Connectivity,3,Closed,2026-06-22 14:34,2026-06-25 16:50,Network Ops,Gauteng,Store-Router-29
INC0010569,Incident,"Primary link down at store W365, all cloud services impacted",Store Network & Connectivity,3,Closed,2025-07-23 10:26,2025-07-24 08:43,Network Ops,Mpumalanga,Store-Router-26
INC0010570,Incident,POS terminal offline — store W479 unable to trade on 56 lanes,POS & Tills,1,In Progress,2026-06-18 09:15,,Store Systems,National / Online,POS-Terminal-17
INC0010571,Incident,"POS EOD batch stuck at store W545, trading day not closed",POS & Tills,3,Closed,2026-02-25 14:47,2026-02-28 21:49,Store Systems,Gauteng,POS-Terminal-10
PRB0004189,Problem,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,3,Root Cause Analysis,2025-08-18 15:00,,Loyalty Platform,Free State,Loyalty-API-20
CHG0007187,Change Request,Deploy fix for images not loading on home screen — cdn 403s,Mobile App,4,Closed,2026-01-13 07:41,2026-01-14 17:29,Digital Commerce,National / Online,Mobile-BFF-27
PRB0004190,Problem,"Receipt printer failure on till 15, store W320",POS & Tills,3,Closed,2025-08-21 14:53,2025-08-24 04:15,Store Systems,KwaZulu-Natal,POS-Terminal-05
PRB0004191,Problem,App login failing with error ERR-262 after release PRM-9267,Mobile App,3,Root Cause Analysis,2026-02-13 12:04,,Digital Commerce,National / Online,Mobile-BFF-19
INC0010572,Incident,ASN messages from vendor DairyDirect failing schema validation,Supply Chain EDI,4,Closed,2025-07-22 19:15,2025-07-25 21:42,Integration Hub,Western Cape,EDI-Gateway-12
INC0010573,Incident,Product images not propagating from PIM to web,Product Master Data,4,On Hold,2025-10-25 06:06,,Data Services,National / Online,PIM-Hub-09
INC0010574,Incident,Checkout payment step returning 502 for 52% of sessions,Online Checkout,3,On Hold,2026-01-28 12:47,,Digital Commerce,Mpumalanga,Checkout-Service-24
CHG0007188,Change Request,Deploy fix for duplicate vouchers issued to 60 members,WRewards Loyalty,4,Closed,2026-06-01 15:06,2026-06-05 14:58,Loyalty Platform,Gauteng,Loyalty-API-24
INC0010575,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,4,New,2025-11-14 15:48,,Digital Commerce,Gauteng,Checkout-Service-34
CHG0007189,Change Request,Config change: eft declines spiking at store w234 — response code 91,Payments & EFT,4,Scheduled,2026-04-02 09:17,,Payments Ops,North West,EFT-Switch-37
INC0010576,Incident,Card payments timing out across Gauteng stores,Payments & EFT,3,Closed,2026-03-25 20:21,2026-03-28 15:26,Payments Ops,Western Cape,EFT-Switch-07
INC0010577,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,4,Closed,2026-05-17 17:26,2026-05-19 10:24,Digital Commerce,Eastern Cape,Checkout-Service-08
INC0010578,Incident,EFT declines spiking at store W218 — response code 91,Payments & EFT,2,Closed,2026-05-22 08:12,2026-05-22 16:22,Payments Ops,KwaZulu-Natal,EFT-Switch-13
INC0010579,Incident,Barcode scanner intermittently not reading at store W207,POS & Tills,3,Closed,2026-05-25 10:32,2026-05-27 01:19,Store Systems,National / Online,POS-Terminal-15
INC0010580,Incident,"POS EOD batch stuck at store W293, trading day not closed",POS & Tills,3,Closed,2025-07-14 09:00,2025-07-18 04:45,Store Systems,Western Cape,POS-Terminal-05
INC0010581,Incident,Store W292 on 4G failover — degraded POS response,Store Network & Connectivity,3,Resolved,2026-04-12 11:01,2026-04-13 21:23,Network Ops,KwaZulu-Natal,Store-Router-07
INC0010582,Incident,"Loyalty card lookup timing out at till, store W278",WRewards Loyalty,3,On Hold,2025-10-04 07:17,,Loyalty Platform,Western Cape,Loyalty-API-25
CHG0007190,Change Request,Patch release for gift card redemption declining with error err-707 at store w388,Gift Cards & Vouchers,3,Implement,2026-06-27 07:56,,Payments Ops,Northern Cape,GiftCard-Service-39
INC0010583,Incident,Cycle-count variance file rejected for store W299,Inventory & Stock Sync,3,Closed,2025-12-18 14:35,2025-12-19 12:26,Merch Systems,Western Cape,Stock-Sync-Job-19
CHG0007191,Change Request,Emergency change: app checkout button unresponsive on ios 2,Mobile App,4,Assess,2025-10-12 17:33,,Digital Commerce,Western Cape,Mobile-BFF-27
PRB0004192,Problem,High packet loss to data centre from Gauteng stores,Store Network & Connectivity,3,Root Cause Analysis,2026-05-28 11:33,,Network Ops,Mpumalanga,Store-Router-01
INC0010584,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,3,Closed,2025-09-25 19:24,2025-09-26 22:46,Payments Ops,Western Cape,GiftCard-Service-06
INC0010585,Incident,Courier manifest not generated for 27 orders,Order Fulfilment,4,Closed,2025-12-04 08:19,2025-12-05 03:41,Fulfilment Tech,North West,OMS-Core-07
CHG0007192,Change Request,"Deploy fix for promo price not applying at till for advertised line, store w507",Pricing & Promotions,3,Scheduled,2025-09-26 13:49,,Merch Systems,Northern Cape,Promo-Engine-36
INC0010586,Incident,Stock sync job overran window by 29 hours — online availability stale,Inventory & Stock Sync,3,Closed,2026-04-26 07:53,2026-04-26 17:30,Merch Systems,Limpopo,Stock-Sync-Job-25
INC0010587,Incident,Push notifications not delivered for order updates,Mobile App,3,Resolved,2025-10-20 18:38,2025-10-23 22:35,Digital Commerce,Gauteng,Mobile-BFF-38
INC0010588,Incident,App checkout button unresponsive on iOS 56,Mobile App,4,Closed,2025-10-06 06:10,2025-10-08 23:21,Digital Commerce,KwaZulu-Natal,Mobile-BFF-04
INC0010589,Incident,POS terminal offline — store W471 unable to trade on 46 lanes,POS & Tills,4,Closed,2026-01-12 15:27,2026-01-15 09:16,Store Systems,Western Cape,POS-Terminal-24
PRB0004193,Problem,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,3,Resolved,2025-08-04 09:06,2025-08-06 15:56,Fulfilment Tech,Western Cape,OMS-Core-28
INC0010590,Incident,"Loyalty card lookup timing out at till, store W279",WRewards Loyalty,3,Resolved,2025-09-03 06:26,2025-09-06 14:47,Loyalty Platform,KwaZulu-Natal,Loyalty-API-05
CHG0007193,Change Request,Config change: invoice edi mismatch blocking grn for dc 7,Supply Chain EDI,2,Scheduled,2026-06-08 12:22,,Integration Hub,Western Cape,EDI-Gateway-18
INC0010591,Incident,Dual-message settlement mismatch for trading date 2026-04-15,Payments & EFT,3,In Progress,2026-05-08 11:15,,Payments Ops,National / Online,EFT-Switch-24
INC0010592,Incident,Router config drift detected at store W231 after change,Store Network & Connectivity,3,Resolved,2025-10-25 16:45,2025-10-29 04:13,Network Ops,National / Online,Store-Router-22
INC0010593,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,4,Closed,2026-04-27 09:32,2026-04-29 00:46,Digital Commerce,National / Online,Checkout-Service-18
CHG0007194,Change Request,"Deploy fix for receipt printer failure on till 10, store w491",POS & Tills,3,Closed,2025-08-06 10:28,2025-08-10 04:23,Store Systems,Eastern Cape,POS-Terminal-37
PRB0004194,Problem,Checkout payment step returning 502 for 40% of sessions,Online Checkout,4,Root Cause Analysis,2025-07-18 13:47,,Digital Commerce,Gauteng,Checkout-Service-18
INC0010594,Incident,Stock-on-hand not syncing to online for DC 15 range,Inventory & Stock Sync,2,Resolved,2026-04-21 08:52,2026-04-22 09:05,Merch Systems,Gauteng,Stock-Sync-Job-26
CHG0007195,Change Request,Deploy fix for negative soh values appearing for 3 skus after nightly sync,Inventory & Stock Sync,3,Implement,2026-06-25 15:55,,Merch Systems,Gauteng,Stock-Sync-Job-23
CHG0007196,Change Request,Config change: asn messages from vendor textilepro failing schema validation,Supply Chain EDI,3,Authorise,2026-04-17 19:04,,Integration Hub,National / Online,EDI-Gateway-35
INC0010595,Incident,Push notifications not delivered for order updates,Mobile App,2,In Progress,2026-06-16 18:42,,Digital Commerce,Limpopo,Mobile-BFF-21
PRB0004195,Problem,POS terminal offline — store W299 unable to trade on 41 lanes,POS & Tills,3,Resolved,2026-03-20 20:46,2026-03-22 23:59,Store Systems,Northern Cape,POS-Terminal-09
CHG0007197,Change Request,Patch release for barcode scanner intermittently not reading at store w493,POS & Tills,4,Assess,2026-04-02 14:48,,Store Systems,Western Cape,POS-Terminal-34
PRB0004196,Problem,POS terminal offline — store W440 unable to trade on 46 lanes,POS & Tills,4,Resolved,2026-05-01 18:54,2026-05-03 09:45,Store Systems,KwaZulu-Natal,POS-Terminal-05
INC0010596,Incident,New season SKUs missing attributes — 6 lines blocked from listing,Product Master Data,4,Resolved,2026-01-30 08:44,2026-02-01 00:40,Data Services,Western Cape,PIM-Hub-25
INC0010597,Incident,Barcode scanner intermittently not reading at store W330,POS & Tills,4,In Progress,2026-01-18 12:58,,Store Systems,National / Online,POS-Terminal-04
INC0010598,Incident,Gift card redemption declining with error ERR-324 at store W251,Gift Cards & Vouchers,3,New,2026-06-16 09:11,,Payments Ops,Gauteng,GiftCard-Service-27
INC0010599,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,4,Resolved,2026-01-22 15:50,2026-01-25 04:17,Digital Commerce,National / Online,Checkout-Service-16
INC0010600,Incident,Courier manifest not generated for 48 orders,Order Fulfilment,4,Closed,2025-12-07 12:47,2025-12-10 01:22,Fulfilment Tech,Gauteng,OMS-Core-18
PRB0004197,Problem,High packet loss to data centre from North West stores,Store Network & Connectivity,2,Fix in Progress,2025-07-25 07:09,,Network Ops,Gauteng,Store-Router-09
PRB0004198,Problem,Dual-message settlement mismatch for trading date 2026-03-08,Payments & EFT,4,Fix in Progress,2025-12-09 08:53,,Payments Ops,North West,EFT-Switch-30
INC0010601,Incident,App crash on product page for Android 33% of sessions,Mobile App,1,Resolved,2026-01-07 09:41,2026-01-07 17:43,Digital Commerce,KwaZulu-Natal,Mobile-BFF-02
INC0010602,Incident,Bank switch latency above 8s causing tender timeouts,Payments & EFT,4,Resolved,2025-12-11 07:36,2025-12-13 05:42,Payments Ops,Mpumalanga,EFT-Switch-04
